region,date,value
City of Ottawa Health Unit,2020-04-17,50
City of Ottawa Health Unit,2020-04-18,29
City of Ottawa Health Unit,2020-04-19,46
City of Ottawa Health Unit,2020-04-20,54
City of Ottawa Health Unit,2020-04-21,42
City of Ottawa Health Unit,2020-04-22,44
City of Ottawa Health Unit,2020-04-23,34
City of Ottawa Health Unit,2020-04-24,57
City of Ottawa Health Unit,2020-04-25,26
City of Ottawa Health Unit,2020-04-26,50
City of Ottawa Health Unit,2020-04-27,44
City of Ottawa Health Unit,2020-04-28,67
City of Ottawa Health Unit,2020-04-29,76
City of Ottawa Health Unit,2020-04-30,0
City of Ottawa Health Unit,2020-05-01,75
City of Ottawa Health Unit,2020-05-02,48
City of Ottawa Health Unit,2020-05-03,63
"Leeds, Grenville and Lanark District Health Unit",2020-02-29,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-01,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-02,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-03,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-04,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-05,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-06,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-07,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-08,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-09,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-10,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-11,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-12,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-13,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-14,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-15,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-16,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-17,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-18,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-19,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-20,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-21,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-22,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-23,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-24,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-25,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-26,1
"Leeds, Grenville and Lanark District Health Unit",2020-03-27,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-28,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-29,14
"Leeds, Grenville and Lanark District Health Unit",2020-03-30,0
"Leeds, Grenville and Lanark District Health Unit",2020-03-31,0
"Leeds, Grenville and Lanark District Health Unit",2020-04-01,20
"Leeds, Grenville and Lanark District Health Unit",2020-04-02,5
"Leeds, Grenville and Lanark District Health Unit",2020-04-03,12
"Leeds, Grenville and Lanark District Health Unit",2020-04-04,3
"Leeds, Grenville and Lanark District Health Unit",2020-04-05,6
"Leeds, Grenville and Lanark District Health Unit",2020-04-06,4
"Leeds, Grenville and Lanark District Health Unit",2020-04-07,28
"Leeds, Grenville and Lanark District Health Unit",2020-04-08,30
"Leeds, Grenville and Lanark District Health Unit",2020-04-09,14
"Leeds, Grenville and Lanark District Health Unit",2020-04-10,13
"Leeds, Grenville and Lanark District Health Unit",2020-04-11,37
"Leeds, Grenville and Lanark District Health Unit",2020-04-12,4
"Leeds, Grenville and Lanark District Health Unit",2020-04-13,0
"Leeds, Grenville and Lanark District Health Unit",2020-04-14,15
"Leeds, Grenville and Lanark District Health Unit",2020-04-15,29
"Leeds, Grenville and Lanark District Health Unit",2020-04-16,9
"Leeds, Grenville and Lanark District Health Unit",2020-04-17,3
"Leeds, Grenville and Lanark District Health Unit",2020-04-18,0
"Leeds, Grenville and Lanark District Health Unit",2020-04-19,0
"Leeds, Grenville and Lanark District Health Unit",2020-04-20,21
"Leeds, Grenville and Lanark District Health Unit",2020-04-21,6
"Leeds, Grenville and Lanark District Health Unit",2020-04-22,5
"Leeds, Grenville and Lanark District Health Unit",2020-04-23,3
"Leeds, Grenville and Lanark District Health Unit",2020-04-24,3
"Leeds, Grenville and Lanark District Health Unit",2020-04-25,0
"Leeds, Grenville and Lanark District Health Unit",2020-04-26,0
"Leeds, Grenville and Lanark District Health Unit",2020-04-27,6
"Leeds, Grenville and Lanark District Health Unit",2020-04-28,9
"Leeds, Grenville and Lanark District Health Unit",2020-04-29,4
"Leeds, Grenville and Lanark District Health Unit",2020-04-30,6
"Leeds, Grenville and Lanark District Health Unit",2020-05-01,1
"Leeds, Grenville and Lanark District Health Unit",2020-05-02,0
"Leeds, Grenville and Lanark District Health Unit",2020-05-03,0
Porcupine Health Unit,2020-02-29,0
Porcupine Health Unit,2020-03-01,0
Porcupine Health Unit,2020-03-02,0
Porcupine Health Unit,2020-03-03,0
Porcupine Health Unit,2020-03-04,0
Porcupine Health Unit,2020-03-05,0
Porcupine Health Unit,2020-03-06,0
Porcupine Health Unit,2020-03-07,0
Porcupine Health Unit,2020-03-08,0
Porcupine Health Unit,2020-03-09,0
Porcupine Health Unit,2020-03-10,0
Porcupine Health Unit,2020-03-11,0
Porcupine Health Unit,2020-03-12,0
Porcupine Health Unit,2020-03-13,0
Porcupine Health Unit,2020-03-14,0
Porcupine Health Unit,2020-03-15,0
Porcupine Health Unit,2020-03-16,0
Porcupine Health Unit,2020-03-17,0
Porcupine Health Unit,2020-03-18,0
Porcupine Health Unit,2020-03-19,0
Porcupine Health Unit,2020-03-20,1
Porcupine Health Unit,2020-03-21,0
Porcupine Health Unit,2020-03-22,0
Porcupine Health Unit,2020-03-23,0
Porcupine Health Unit,2020-03-24,0
Porcupine Health Unit,2020-03-25,3
Porcupine Health Unit,2020-03-26,2
Porcupine Health Unit,2020-03-27,4
Porcupine Health Unit,2020-03-28,0
Porcupine Health Unit,2020-03-29,0
Porcupine Health Unit,2020-03-30,2
Porcupine Health Unit,2020-03-31,0
Porcupine Health Unit,2020-04-01,9
Porcupine Health Unit,2020-04-02,2
Porcupine Health Unit,2020-04-03,5
Porcupine Health Unit,2020-04-04,1
Porcupine Health Unit,2020-04-05,0
Porcupine Health Unit,2020-04-06,1
Porcupine Health Unit,2020-04-07,1
Porcupine Health Unit,2020-04-08,0
Porcupine Health Unit,2020-04-09,3
Porcupine Health Unit,2020-04-10,3
Porcupine Health Unit,2020-04-11,2
Porcupine Health Unit,2020-04-12,0
Porcupine Health Unit,2020-04-13,0
Porcupine Health Unit,2020-04-14,0
Porcupine Health Unit,2020-04-15,3
Porcupine Health Unit,2020-04-16,3
Porcupine Health Unit,2020-04-17,4
Porcupine Health Unit,2020-04-18,0
Porcupine Health Unit,2020-04-19,1
Porcupine Health Unit,2020-04-20,0
Porcupine Health Unit,2020-04-21,0
Porcupine Health Unit,2020-04-22,4
Porcupine Health Unit,2020-04-23,1
Porcupine Health Unit,2020-04-24,0
Porcupine Health Unit,2020-04-25,2
Porcupine Health Unit,2020-04-26,1
Porcupine Health Unit,2020-04-27,0
Porcupine Health Unit,2020-04-28,1
Porcupine Health Unit,2020-04-29,0
Porcupine Health Unit,2020-04-30,1
Porcupine Health Unit,2020-05-01,0
Porcupine Health Unit,2020-05-02,0
Porcupine Health Unit,2020-05-03,0
The Eastern Ontario Health Unit,2020-02-29,0
The Eastern Ontario Health Unit,2020-03-01,0
The Eastern Ontario Health Unit,2020-03-02,0
The Eastern Ontario Health Unit,2020-03-03,0
The Eastern Ontario Health Unit,2020-03-04,0
The Eastern Ontario Health Unit,2020-03-05,0
The Eastern Ontario Health Unit,2020-03-06,0
The Eastern Ontario Health Unit,2020-03-07,0
The Eastern Ontario Health Unit,2020-03-08,0
The Eastern Ontario Health Unit,2020-03-09,0
The Eastern Ontario Health Unit,2020-03-10,0
The Eastern Ontario Health Unit,2020-03-11,0
The Eastern Ontario Health Unit,2020-03-12,0
The Eastern Ontario Health Unit,2020-03-13,0
The Eastern Ontario Health Unit,2020-03-14,1
The Eastern Ontario Health Unit,2020-03-15,0
The Eastern Ontario Health Unit,2020-03-16,0
The Eastern Ontario Health Unit,2020-03-17,0
The Eastern Ontario Health Unit,2020-03-18,0
The Eastern Ontario Health Unit,2020-03-19,1
The Eastern Ontario Health Unit,2020-03-20,0
The Eastern Ontario Health Unit,2020-03-21,0
The Eastern Ontario Health Unit,2020-03-22,1
The Eastern Ontario Health Unit,2020-03-23,1
The Eastern Ontario Health Unit,2020-03-24,0
The Eastern Ontario Health Unit,2020-03-25,0
The Eastern Ontario Health Unit,2020-03-26,0
The Eastern Ontario Health Unit,2020-03-27,0
The Eastern Ontario Health Unit,2020-03-28,5
The Eastern Ontario Health Unit,2020-03-29,0
The Eastern Ontario Health Unit,2020-03-30,0
The Eastern Ontario Health Unit,2020-03-31,0
The Eastern Ontario Health Unit,2020-04-01,10
The Eastern Ontario Health Unit,2020-04-02,7
The Eastern Ontario Health Unit,2020-04-03,5
The Eastern Ontario Health Unit,2020-04-04,3
The Eastern Ontario Health Unit,2020-04-05,8
The Eastern Ontario Health Unit,2020-04-06,2
The Eastern Ontario Health Unit,2020-04-07,1
The Eastern Ontario Health Unit,2020-04-08,2
The Eastern Ontario Health Unit,2020-04-09,2
The Eastern Ontario Health Unit,2020-04-10,0
The Eastern Ontario Health Unit,2020-04-11,9
The Eastern Ontario Health Unit,2020-04-12,0
The Eastern Ontario Health Unit,2020-04-13,2
The Eastern Ontario Health Unit,2020-04-14,1
The Eastern Ontario Health Unit,2020-04-15,0
The Eastern Ontario Health Unit,2020-04-16,4
The Eastern Ontario Health Unit,2020-04-17,2
The Eastern Ontario Health Unit,2020-04-18,0
The Eastern Ontario Health Unit,2020-04-19,1
The Eastern Ontario Health Unit,2020-04-20,2
The Eastern Ontario Health Unit,2020-04-21,0
The Eastern Ontario Health Unit,2020-04-22,1
The Eastern Ontario Health Unit,2020-04-23,4
The Eastern Ontario Health Unit,2020-04-24,3
The Eastern Ontario Health Unit,2020-04-25,10
The Eastern Ontario Health Unit,2020-04-26,2
The Eastern Ontario Health Unit,2020-04-27,1
The Eastern Ontario Health Unit,2020-04-28,0
The Eastern Ontario Health Unit,2020-04-29,0
The Eastern Ontario Health Unit,2020-04-30,0
The Eastern Ontario Health Unit,2020-05-01,3
The Eastern Ontario Health Unit,2020-05-02,2
The Eastern Ontario Health Unit,2020-05-03,2
North Bay Parry Sound District Health Unit,2020-02-29,0
North Bay Parry Sound District Health Unit,2020-03-01,0
North Bay Parry Sound District Health Unit,2020-03-02,0
North Bay Parry Sound District Health Unit,2020-03-03,0
North Bay Parry Sound District Health Unit,2020-03-04,0
North Bay Parry Sound District Health Unit,2020-03-05,0
North Bay Parry Sound District Health Unit,2020-03-06,0
North Bay Parry Sound District Health Unit,2020-03-07,0
North Bay Parry Sound District Health Unit,2020-03-08,0
North Bay Parry Sound District Health Unit,2020-03-09,0
North Bay Parry Sound District Health Unit,2020-03-10,0
North Bay Parry Sound District Health Unit,2020-03-11,0
North Bay Parry Sound District Health Unit,2020-03-12,0
North Bay Parry Sound District Health Unit,2020-03-13,0
North Bay Parry Sound District Health Unit,2020-03-14,0
North Bay Parry Sound District Health Unit,2020-03-15,0
North Bay Parry Sound District Health Unit,2020-03-16,0
North Bay Parry Sound District Health Unit,2020-03-17,0
North Bay Parry Sound District Health Unit,2020-03-18,0
North Bay Parry Sound District Health Unit,2020-03-19,0
North Bay Parry Sound District Health Unit,2020-03-20,0
North Bay Parry Sound District Health Unit,2020-03-21,0
North Bay Parry Sound District Health Unit,2020-03-22,0
North Bay Parry Sound District Health Unit,2020-03-23,0
North Bay Parry Sound District Health Unit,2020-03-24,0
North Bay Parry Sound District Health Unit,2020-03-25,0
North Bay Parry Sound District Health Unit,2020-03-26,1
North Bay Parry Sound District Health Unit,2020-03-27,0
North Bay Parry Sound District Health Unit,2020-03-28,0
North Bay Parry Sound District Health Unit,2020-03-29,2
North Bay Parry Sound District Health Unit,2020-03-30,1
North Bay Parry Sound District Health Unit,2020-03-31,0
North Bay Parry Sound District Health Unit,2020-04-01,0
North Bay Parry Sound District Health Unit,2020-04-02,0
North Bay Parry Sound District Health Unit,2020-04-03,0
North Bay Parry Sound District Health Unit,2020-04-04,0
North Bay Parry Sound District Health Unit,2020-04-05,0
North Bay Parry Sound District Health Unit,2020-04-06,1
North Bay Parry Sound District Health Unit,2020-04-07,0
North Bay Parry Sound District Health Unit,2020-04-08,1
North Bay Parry Sound District Health Unit,2020-04-09,0
North Bay Parry Sound District Health Unit,2020-04-10,1
North Bay Parry Sound District Health Unit,2020-04-11,1
North Bay Parry Sound District Health Unit,2020-04-12,1
North Bay Parry Sound District Health Unit,2020-04-13,2
North Bay Parry Sound District Health Unit,2020-04-14,1
North Bay Parry Sound District Health Unit,2020-04-15,0
North Bay Parry Sound District Health Unit,2020-04-16,0
North Bay Parry Sound District Health Unit,2020-04-17,0
North Bay Parry Sound District Health Unit,2020-04-18,0
North Bay Parry Sound District Health Unit,2020-04-19,0
North Bay Parry Sound District Health Unit,2020-04-20,2
North Bay Parry Sound District Health Unit,2020-04-21,0
North Bay Parry Sound District Health Unit,2020-04-22,0
North Bay Parry Sound District Health Unit,2020-04-23,0
North Bay Parry Sound District Health Unit,2020-04-24,0
North Bay Parry Sound District Health Unit,2020-04-25,0
North Bay Parry Sound District Health Unit,2020-04-26,0
North Bay Parry Sound District Health Unit,2020-04-27,0
North Bay Parry Sound District Health Unit,2020-04-28,0
North Bay Parry Sound District Health Unit,2020-04-29,0
North Bay Parry Sound District Health Unit,2020-04-30,0
North Bay Parry Sound District Health Unit,2020-05-01,1
North Bay Parry Sound District Health Unit,2020-05-02,0
North Bay Parry Sound District Health Unit,2020-05-03,0
Sudbury and District Health Unit,2020-02-29,0
Sudbury and District Health Unit,2020-03-01,0
Sudbury and District Health Unit,2020-03-02,0
Sudbury and District Health Unit,2020-03-03,0
Sudbury and District Health Unit,2020-03-04,0
Sudbury and District Health Unit,2020-03-05,0
Sudbury and District Health Unit,2020-03-06,0
Sudbury and District Health Unit,2020-03-07,0
Sudbury and District Health Unit,2020-03-08,0
Sudbury and District Health Unit,2020-03-09,0
Sudbury and District Health Unit,2020-03-10,1
Sudbury and District Health Unit,2020-03-11,0
Sudbury and District Health Unit,2020-03-12,0
Sudbury and District Health Unit,2020-03-13,0
Sudbury and District Health Unit,2020-03-14,0
Sudbury and District Health Unit,2020-03-15,0
Sudbury and District Health Unit,2020-03-16,1
Sudbury and District Health Unit,2020-03-17,0
Sudbury and District Health Unit,2020-03-18,0
Sudbury and District Health Unit,2020-03-19,0
Sudbury and District Health Unit,2020-03-20,0
Sudbury and District Health Unit,2020-03-21,0
Sudbury and District Health Unit,2020-03-22,0
Sudbury and District Health Unit,2020-03-23,1
Sudbury and District Health Unit,2020-03-24,1
Sudbury and District Health Unit,2020-03-25,0
Sudbury and District Health Unit,2020-03-26,2
Sudbury and District Health Unit,2020-03-27,0
Sudbury and District Health Unit,2020-03-28,1
Sudbury and District Health Unit,2020-03-29,3
Sudbury and District Health Unit,2020-03-30,0
Sudbury and District Health Unit,2020-03-31,0
Sudbury and District Health Unit,2020-04-01,3
Sudbury and District Health Unit,2020-04-02,5
Sudbury and District Health Unit,2020-04-03,7
Sudbury and District Health Unit,2020-04-04,1
Sudbury and District Health Unit,2020-04-05,0
Sudbury and District Health Unit,2020-04-06,0
Sudbury and District Health Unit,2020-04-07,0
Sudbury and District Health Unit,2020-04-08,0
Sudbury and District Health Unit,2020-04-09,2
Sudbury and District Health Unit,2020-04-10,1
Sudbury and District Health Unit,2020-04-11,1
Sudbury and District Health Unit,2020-04-12,6
Sudbury and District Health Unit,2020-04-13,0
Sudbury and District Health Unit,2020-04-14,2
Sudbury and District Health Unit,2020-04-15,0
Sudbury and District Health Unit,2020-04-16,3
Sudbury and District Health Unit,2020-04-17,0
Sudbury and District Health Unit,2020-04-18,0
Sudbury and District Health Unit,2020-04-19,1
Sudbury and District Health Unit,2020-04-20,2
Sudbury and District Health Unit,2020-04-21,2
Sudbury and District Health Unit,2020-04-22,1
Sudbury and District Health Unit,2020-04-23,2
Sudbury and District Health Unit,2020-04-24,1
Sudbury and District Health Unit,2020-04-25,0
Sudbury and District Health Unit,2020-04-26,1
Sudbury and District Health Unit,2020-04-27,0
Sudbury and District Health Unit,2020-04-28,7
Sudbury and District Health Unit,2020-04-29,0
Sudbury and District Health Unit,2020-04-30,0
Sudbury and District Health Unit,2020-05-01,0
Sudbury and District Health Unit,2020-05-02,1
Sudbury and District Health Unit,2020-05-03,0
Peterborough County-City Health Unit,2020-02-29,0
Peterborough County-City Health Unit,2020-03-01,0
Peterborough County-City Health Unit,2020-03-02,0
Peterborough County-City Health Unit,2020-03-03,0
Peterborough County-City Health Unit,2020-03-04,0
Peterborough County-City Health Unit,2020-03-05,0
Peterborough County-City Health Unit,2020-03-06,0
Peterborough County-City Health Unit,2020-03-07,0
Peterborough County-City Health Unit,2020-03-08,0
Peterborough County-City Health Unit,2020-03-09,0
Peterborough County-City Health Unit,2020-03-10,0
Peterborough County-City Health Unit,2020-03-11,0
Peterborough County-City Health Unit,2020-03-12,0
Peterborough County-City Health Unit,2020-03-13,0
Peterborough County-City Health Unit,2020-03-14,0
Peterborough County-City Health Unit,2020-03-15,1
Peterborough County-City Health Unit,2020-03-16,0
Peterborough County-City Health Unit,2020-03-17,0
Peterborough County-City Health Unit,2020-03-18,0
Peterborough County-City Health Unit,2020-03-19,0
Peterborough County-City Health Unit,2020-03-20,2
Peterborough County-City Health Unit,2020-03-21,0
Peterborough County-City Health Unit,2020-03-22,0
Peterborough County-City Health Unit,2020-03-23,0
Peterborough County-City Health Unit,2020-03-24,0
Peterborough County-City Health Unit,2020-03-25,2
Peterborough County-City Health Unit,2020-03-26,4
Peterborough County-City Health Unit,2020-03-27,4
Peterborough County-City Health Unit,2020-03-28,0
Peterborough County-City Health Unit,2020-03-29,0
Peterborough County-City Health Unit,2020-03-30,15
Peterborough County-City Health Unit,2020-03-31,0
Peterborough County-City Health Unit,2020-04-01,0
Peterborough County-City Health Unit,2020-04-02,13
Peterborough County-City Health Unit,2020-04-03,2
Peterborough County-City Health Unit,2020-04-04,0
Peterborough County-City Health Unit,2020-04-05,1
Peterborough County-City Health Unit,2020-04-06,0
Peterborough County-City Health Unit,2020-04-07,1
Peterborough County-City Health Unit,2020-04-08,5
Peterborough County-City Health Unit,2020-04-09,0
Peterborough County-City Health Unit,2020-04-10,1
Peterborough County-City Health Unit,2020-04-11,0
Peterborough County-City Health Unit,2020-04-12,1
Peterborough County-City Health Unit,2020-04-13,1
Peterborough County-City Health Unit,2020-04-14,0
Peterborough County-City Health Unit,2020-04-15,0
Peterborough County-City Health Unit,2020-04-16,0
Peterborough County-City Health Unit,2020-04-17,1
Peterborough County-City Health Unit,2020-04-18,2
Peterborough County-City Health Unit,2020-04-19,2
Peterborough County-City Health Unit,2020-04-20,0
Peterborough County-City Health Unit,2020-04-21,1
Peterborough County-City Health Unit,2020-04-22,0
Peterborough County-City Health Unit,2020-04-23,1
Peterborough County-City Health Unit,2020-04-24,1
Peterborough County-City Health Unit,2020-04-25,5
Peterborough County-City Health Unit,2020-04-26,12
Peterborough County-City Health Unit,2020-04-27,5
Peterborough County-City Health Unit,2020-04-28,0
Peterborough County-City Health Unit,2020-04-29,0
Peterborough County-City Health Unit,2020-04-30,0
Peterborough County-City Health Unit,2020-05-01,0
Peterborough County-City Health Unit,2020-05-02,0
Peterborough County-City Health Unit,2020-05-03,1
Thunder Bay District Health Unit,2020-02-29,0
Thunder Bay District Health Unit,2020-03-01,0
Thunder Bay District Health Unit,2020-03-02,0
Thunder Bay District Health Unit,2020-03-03,0
Thunder Bay District Health Unit,2020-03-04,0
Thunder Bay District Health Unit,2020-03-05,0
Thunder Bay District Health Unit,2020-03-06,0
Thunder Bay District Health Unit,2020-03-07,0
Thunder Bay District Health Unit,2020-03-08,0
Thunder Bay District Health Unit,2020-03-09,0
Thunder Bay District Health Unit,2020-03-10,0
Thunder Bay District Health Unit,2020-03-11,0
Thunder Bay District Health Unit,2020-03-12,0
Thunder Bay District Health Unit,2020-03-13,0
Thunder Bay District Health Unit,2020-03-14,0
Thunder Bay District Health Unit,2020-03-15,0
Thunder Bay District Health Unit,2020-03-16,0
Thunder Bay District Health Unit,2020-03-17,0
Thunder Bay District Health Unit,2020-03-18,0
Thunder Bay District Health Unit,2020-03-19,0
Thunder Bay District Health Unit,2020-03-20,0
Thunder Bay District Health Unit,2020-03-21,0
Thunder Bay District Health Unit,2020-03-22,0
Thunder Bay District Health Unit,2020-03-23,0
Thunder Bay District Health Unit,2020-03-24,0
Thunder Bay District Health Unit,2020-03-25,0
Thunder Bay District Health Unit,2020-03-26,0
Thunder Bay District Health Unit,2020-03-27,1
Thunder Bay District Health Unit,2020-03-28,1
Thunder Bay District Health Unit,2020-03-29,1
Thunder Bay District Health Unit,2020-03-30,0
Thunder Bay District Health Unit,2020-03-31,0
Thunder Bay District Health Unit,2020-04-01,1
Thunder Bay District Health Unit,2020-04-02,5
Thunder Bay District Health Unit,2020-04-03,3
Thunder Bay District Health Unit,2020-04-04,0
Thunder Bay District Health Unit,2020-04-05,1
Thunder Bay District Health Unit,2020-04-06,5
Thunder Bay District Health Unit,2020-04-07,0
Thunder Bay District Health Unit,2020-04-08,3
Thunder Bay District Health Unit,2020-04-09,2
Thunder Bay District Health Unit,2020-04-10,2
Thunder Bay District Health Unit,2020-04-11,1
Thunder Bay District Health Unit,2020-04-12,7
Thunder Bay District Health Unit,2020-04-13,3
Thunder Bay District Health Unit,2020-04-14,0
Thunder Bay District Health Unit,2020-04-15,0
Thunder Bay District Health Unit,2020-04-16,10
Thunder Bay District Health Unit,2020-04-17,3
Thunder Bay District Health Unit,2020-04-18,0
Thunder Bay District Health Unit,2020-04-19,2
Thunder Bay District Health Unit,2020-04-20,0
Thunder Bay District Health Unit,2020-04-21,0
Thunder Bay District Health Unit,2020-04-22,4
Thunder Bay District Health Unit,2020-04-23,5
Thunder Bay District Health Unit,2020-04-24,2
Thunder Bay District Health Unit,2020-04-25,0
Thunder Bay District Health Unit,2020-04-26,1
Thunder Bay District Health Unit,2020-04-27,4
Thunder Bay District Health Unit,2020-04-28,2
Thunder Bay District Health Unit,2020-04-29,0
Thunder Bay District Health Unit,2020-04-30,1
Thunder Bay District Health Unit,2020-05-01,1
Thunder Bay District Health Unit,2020-05-02,0
Thunder Bay District Health Unit,2020-05-03,3
Grey Bruce Health Unit,2020-02-29,0
Grey Bruce Health Unit,2020-03-01,0
Grey Bruce Health Unit,2020-03-02,0
Grey Bruce Health Unit,2020-03-03,0
Grey Bruce Health Unit,2020-03-04,0
Grey Bruce Health Unit,2020-03-05,0
Grey Bruce Health Unit,2020-03-06,0
Grey Bruce Health Unit,2020-03-07,0
Grey Bruce Health Unit,2020-03-08,0
Grey Bruce Health Unit,2020-03-09,0
Grey Bruce Health Unit,2020-03-10,0
Grey Bruce Health Unit,2020-03-11,0
Grey Bruce Health Unit,2020-03-12,0
Grey Bruce Health Unit,2020-03-13,0
Grey Bruce Health Unit,2020-03-14,0
Grey Bruce Health Unit,2020-03-15,2
Grey Bruce Health Unit,2020-03-16,0
Grey Bruce Health Unit,2020-03-17,0
Grey Bruce Health Unit,2020-03-18,1
Grey Bruce Health Unit,2020-03-19,0
Grey Bruce Health Unit,2020-03-20,0
Grey Bruce Health Unit,2020-03-21,0
Grey Bruce Health Unit,2020-03-22,0
Grey Bruce Health Unit,2020-03-23,0
Grey Bruce Health Unit,2020-03-24,1
Grey Bruce Health Unit,2020-03-25,0
Grey Bruce Health Unit,2020-03-26,1
Grey Bruce Health Unit,2020-03-27,1
Grey Bruce Health Unit,2020-03-28,1
Grey Bruce Health Unit,2020-03-29,3
Grey Bruce Health Unit,2020-03-30,1
Grey Bruce Health Unit,2020-03-31,0
Grey Bruce Health Unit,2020-04-01,3
Grey Bruce Health Unit,2020-04-02,1
Grey Bruce Health Unit,2020-04-03,2
Grey Bruce Health Unit,2020-04-04,2
Grey Bruce Health Unit,2020-04-05,2
Grey Bruce Health Unit,2020-04-06,5
Grey Bruce Health Unit,2020-04-07,3
Grey Bruce Health Unit,2020-04-08,1
Grey Bruce Health Unit,2020-04-09,2
Grey Bruce Health Unit,2020-04-10,1
Grey Bruce Health Unit,2020-04-11,2
Grey Bruce Health Unit,2020-04-12,3
Grey Bruce Health Unit,2020-04-13,1
Grey Bruce Health Unit,2020-04-14,1
Grey Bruce Health Unit,2020-04-15,2
Grey Bruce Health Unit,2020-04-16,2
Grey Bruce Health Unit,2020-04-17,1
Grey Bruce Health Unit,2020-04-18,14
Grey Bruce Health Unit,2020-04-19,4
Grey Bruce Health Unit,2020-04-20,0
Grey Bruce Health Unit,2020-04-21,1
Grey Bruce Health Unit,2020-04-22,2
Grey Bruce Health Unit,2020-04-23,2
Grey Bruce Health Unit,2020-04-24,2
Grey Bruce Health Unit,2020-04-25,2
Grey Bruce Health Unit,2020-04-26,2
Grey Bruce Health Unit,2020-04-27,3
Grey Bruce Health Unit,2020-04-28,3
Grey Bruce Health Unit,2020-04-29,0
Grey Bruce Health Unit,2020-04-30,0
Grey Bruce Health Unit,2020-05-01,2
Grey Bruce Health Unit,2020-05-02,2
Grey Bruce Health Unit,2020-05-03,1
Niagara Regional Area Health Unit,2020-02-29,0
Niagara Regional Area Health Unit,2020-03-01,0
Niagara Regional Area Health Unit,2020-03-02,0
Niagara Regional Area Health Unit,2020-03-03,0
Niagara Regional Area Health Unit,2020-03-04,0
Niagara Regional Area Health Unit,2020-03-05,0
Niagara Regional Area Health Unit,2020-03-06,0
Niagara Regional Area Health Unit,2020-03-07,0
Niagara Regional Area Health Unit,2020-03-08,0
Niagara Regional Area Health Unit,2020-03-09,0
Niagara Regional Area Health Unit,2020-03-10,0
Niagara Regional Area Health Unit,2020-03-11,0
Niagara Regional Area Health Unit,2020-03-12,0
Niagara Regional Area Health Unit,2020-03-13,1
Niagara Regional Area Health Unit,2020-03-14,0
Niagara Regional Area Health Unit,2020-03-15,1
Niagara Regional Area Health Unit,2020-03-16,1
Niagara Regional Area Health Unit,2020-03-17,0
Niagara Regional Area Health Unit,2020-03-18,1
Niagara Regional Area Health Unit,2020-03-19,0
Niagara Regional Area Health Unit,2020-03-20,0
Niagara Regional Area Health Unit,2020-03-21,0
Niagara Regional Area Health Unit,2020-03-22,0
Niagara Regional Area Health Unit,2020-03-23,0
Niagara Regional Area Health Unit,2020-03-24,2
Niagara Regional Area Health Unit,2020-03-25,1
Niagara Regional Area Health Unit,2020-03-26,2
Niagara Regional Area Health Unit,2020-03-27,3
Niagara Regional Area Health Unit,2020-03-28,2
Niagara Regional Area Health Unit,2020-03-29,7
Niagara Regional Area Health Unit,2020-03-30,13
Niagara Regional Area Health Unit,2020-03-31,0
Niagara Regional Area Health Unit,2020-04-01,41
Niagara Regional Area Health Unit,2020-04-02,16
Niagara Regional Area Health Unit,2020-04-03,8
Niagara Regional Area Health Unit,2020-04-04,24
Niagara Regional Area Health Unit,2020-04-05,13
Niagara Regional Area Health Unit,2020-04-06,13
Niagara Regional Area Health Unit,2020-04-07,13
Niagara Regional Area Health Unit,2020-04-08,18
Niagara Regional Area Health Unit,2020-04-09,9
Niagara Regional Area Health Unit,2020-04-10,12
Niagara Regional Area Health Unit,2020-04-11,20
Niagara Regional Area Health Unit,2020-04-12,13
Niagara Regional Area Health Unit,2020-04-13,16
Niagara Regional Area Health Unit,2020-04-14,13
Niagara Regional Area Health Unit,2020-04-15,36
Niagara Regional Area Health Unit,2020-04-16,21
Niagara Regional Area Health Unit,2020-04-17,31
Niagara Regional Area Health Unit,2020-04-18,13
